tau=17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
11
36
97
258
697
1825
4572
11124
26102
58992
127318
262466
516564
971513
1752276
3031004
5026042
7989162
12161223
17762777
24872886
33364182
42855394
52701685
61957497
69569603
74473253
75883549
73440370
68674071
63165543
56993232
50371567
43531366
36759409
30270871
24300158
18999106
14455213
10698043
7696529
5376148
3649577
2408329
1542301
959104
579204
338446
191325
105329
56366
28872
14282
6971
3383
1590
688
282
132
50
11
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
