tau=42
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
12
42
149
401
1089
3069
7804
19058
45079
100208
211447
424438
812091
1487531
2605837
4359478
6981122
10705782
15709391
22058228
29668860
38188130
47065529
55547241
62777253
67897299
70246369
69460352
65597485
60205689
54748441
49309768
43906014
38620453
33548907
28780788
24355472
20321301
16711817
13543999
10816210
8510191
6588896
5020602
3762458
2774856
2013307
1436826
1008619
697670
474113
315568
205971
132012
83125
51469
31468
18787
10850
6098
3385
1962
1091
528
248
116
50
27
17
6
2
0
0
0
0
0
0
0
0
