tau=49
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
22
77
247
755
2013
5154
12703
29413
64692
137477
279296
542004
1006853
1791290
3050283
4982582
7802607
11716674
16863169
23277037
30806985
39102872
47607035
55613291
62276157
66836049
68706801
67621361
63653185
58310846
52998780
47748705
42627355
37659301
32914009
28438224
24287023
20489665
17075791
14055234
11413714
9143579
7233295
5640381
4333535
3285776
2458475
1810416
1314895
941248
662588
459323
314714
212060
140428
91857
58652
36632
22638
13721
8065
4753
2758
1583
874
478
266
121
58
27
12
4
1
0
0
0
0
0
0
