tau=44
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
3
9
41
148
444
1273
3498
8979
21618
49420
108088
226039
451388
859595
1566056
2726101
4531161
7213188
10995603
16045682
22417956
30009512
38467408
47243355
55587848
62659616
67602764
69800909
68934702
65026451
59632639
54224192
48846144
43527389
38346899
33374901
28684235
24330239
20370450
16825020
13706461
10998381
8697937
6778918
5201030
3926804
2920474
2139695
1543254
1092405
761442
522942
352795
233944
152090
97036
61268
37893
22951
13591
7791
4393
2489
1434
801
404
197
95
44
21
7
2
0
0
0
0
0
0
0
0
