tau=6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
10
37
96
251
648
1670
4162
10161
23863
53878
116347
239899
473299
893858
1612056
2786687
4623829
7351769
11210924
16402235
23031456
31050707
40216084
50025743
59738257
68373156
74873968
78092713
77320433
73732396
68723110
62359905
54852991
46718024
38447926
30559892
23441799
17346468
12374940
8513211
5647060
3609873
2225202
1321213
755569
414522
217980
110204
53774
25323
11623
5163
2184
883
354
141
53
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
