tau=15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
12
33
89
253
670
1788
4479
10937
25672
57723
124356
256500
504640
951794
1719632
2974042
4932912
7844117
11957283
17482373
24505613
32933294
42403189
52293818
61670190
69493734
74665679
76347146
74127212
69505023
64046231
57825007
51081044
44054390
37069200
30378096
24221187
18774550
14136533
10332031
7334478
5056146
3381890
2191965
1377315
839548
497056
284164
156411
83411
43616
21794
10544
5034
2326
1066
454
185
71
26
8
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
