tau=34
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
30
106
334
869
2368
6089
14728
34390
77538
166215
340501
665474
1241824
2214946
3778414
6174930
9654610
14423417
20603837
28170198
36829583
46073376
55103913
63005866
68843497
71853418
71578177
67971014
62624587
57059150
51353692
45595225
39919256
34438773
29250848
24438320
20083335
16216291
12861497
10017284
7671568
5764768
4241769
3062358
2171498
1508319
1025541
683999
447289
286729
180453
111031
66860
39385
22549
12625
7019
3913
2094
1121
601
300
148
71
24
2
0
0
0
0
0
0
0
0
0
0
0
0
