tau=7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
7
22
68
219
611
1580
4086
10011
23633
54012
116668
240705
476004
898616
1622180
2801417
4647795
7400449
11288021
16512053
23195316
31277713
40489823
50341680
60031024
68619532
74920879
77936195
76950042
73179658
68085135
61706873
54347233
46374493
38304059
30574786
23572110
17543608
12601407
8735222
5844587
3768837
2342700
1406689
814618
452962
242898
125377
62156
29803
13775
6173
2631
1105
456
175
62
25
10
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
