tau=40
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
13
59
155
422
1160
2994
7467
17932
41715
93095
198144
399049
768950
1417751
2494787
4197042
6763142
10428355
15378693
21692451
29292005
37851082
46833206
55469823
62877164
68158123
70646412
69979753
66163338
60777898
55301071
49782556
44286152
38928428
33784264
28915196
24400943
20294597
16620363
13402754
10636746
8315504
6395385
4834149
3593435
2628369
1886271
1330471
922041
627732
420060
276248
178528
113500
70539
42853
25512
14984
8671
4881
2622
1406
786
411
187
86
42
17
9
7
2
0
0
0
0
0
0
0
0
