tau=39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
44
136
389
1030
2849
7242
17466
40471
89998
190612
387069
749849
1384735
2441852
4120413
6652145
10280856
15195627
21496517
29098998
37695519
46722983
55428032
62904118
68273622
70845224
70248698
66469906
61090006
55594494
50036771
44511324
39090490
33884342
28970937
24418502
20267796
16565688
13326588
10548641
8209747
6285452
4735464
3508797
2551735
1822363
1276590
878618
594306
395601
259779
167275
105092
64618
39035
22975
13376
7910
4432
2378
1238
610
303
149
74
36
14
2
0
0
0
0
0
0
0
0
0
0
