tau=30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
10
44
114
300
843
2203
5477
13129
30919
70579
152558
312029
612439
1150307
2064931
3547663
5834470
9177302
13812923
19891901
27402656
36082701
45438759
54712536
62976740
69219793
72620136
72644114
69209580
63930175
58333946
52497826
46558143
40660793
34913834
29477241
24452253
19908828
15897511
12448830
9555125
7190390
5298025
3823805
2701143
1867493
1262748
835353
540971
342944
212918
129006
76167
43986
24628
13483
7342
3934
2054
1003
494
235
101
48
27
8
0
0
0
0
0
0
0
0
0
0
0
0
0
