tau=5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
11
33
92
237
637
1687
4263
10246
23827
53808
116290
239072
471301
888434
1602087
2769616
4592902
7307411
11139911
16299403
22894484
30859405
39965504
49744036
59441200
68158003
74761540
78237775
77704467
74287301
69377802
62957220
55364922
47036913
38590509
30530158
23291493
17133241
12144318
8292066
5451214
3451977
2106644
1237771
698376
378933
197297
98286
46973
21837
9765
4263
1846
750
290
110
31
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
