tau=27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
24
88
255
731
2013
5049
12299
29291
66464
143344
294919
581602
1098368
1979081
3404210
5613863
8873592
13410913
19389102
26829796
35513618
44936837
54374083
62869830
69427315
73131695
73425907
70170118
64944478
59329751
53415567
47338602
41237990
35294165
29652414
24434883
19728290
15607248
12085036
9160964
6794354
4927767
3495545
2426609
1645181
1088529
704355
445630
274761
165537
97151
55249
30888
16818
8850
4563
2291
1120
512
234
120
58
25
13
8
3
0
0
0
0
0
0
0
0
0
0
0
0
