tau=9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
12
36
100
267
663
1691
4238
10423
24575
55351
119006
245095
481967
909254
1642553
2839223
4708125
7487698
11423368
16717937
23477368
31654234
40955870
50848409
60493620
68913873
74930484
77574217
76222273
72202081
66998813
60662479
53486977
45780227
38007518
30563029
23797987
17931291
13056432
9178195
6233714
4095879
2599337
1589148
938683
534989
293752
155330
79070
38943
18775
8694
3905
1680
696
287
107
30
7
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
