tau=26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
12
40
111
287
760
1988
5089
12341
28966
65597
141915
291734
574407
1081284
1946676
3356188
5540885
8759897
13254292
19192839
26602338
35256009
44711016
54213548
62812733
69465281
73292831
73683692
70488714
65300532
59688970
53751717
47609877
41459985
35447942
29737940
24458668
19706352
15535229
11981010
9037693
6673503
4817250
3397142
2340529
1574489
1030923
659921
413246
252518
150069
86771
49017
27110
14641
7726
3961
2015
1034
468
171
57
22
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
