tau=38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
13
40
116
353
1010
2647
6711
16467
38672
86659
184544
376019
730358
1353953
2396404
4055244
6566841
10170822
15067861
21347459
28945688
37546377
46621366
55395268
62959098
68415548
71068200
70514096
66758601
61377795
55868337
50291370
44714627
39245523
33974346
28997403
24383066
20198297
16467368
13215991
10434904
8102785
6179722
4628896
3412709
2473698
1757557
1227481
844313
569386
375545
243192
154671
96409
58393
34724
20214
11386
6221
3394
1842
979
518
251
114
50
25
14
6
1
0
0
0
0
0
0
0
0
0
