tau=32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
11
43
123
317
852
2257
5763
13901
32604
73662
158897
325408
637256
1195309
2140229
3662971
6006242
9414661
14120147
20255984
27792348
36463485
45760870
54915399
63004470
69052224
72259340
72113609
68575199
63258841
57684779
51911081
46063263
40288218
34675768
29365168
24443264
19985875
16044961
12653183
9792334
7434192
5534322
4038061
2883803
2017744
1383463
929271
611869
394712
249291
154355
93502
55088
31631
17862
9645
5215
2779
1414
714
360
190
84
44
25
11
2
0
0
0
0
0
0
0
0
0
0
0
