tau=16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
11
41
106
272
706
1811
4535
11004
25827
58403
126052
258480
509133
961690
1735078
3001445
4979733
7914920
12062858
17622167
24686189
33141336
42632824
52495216
61822206
69519196
74565170
76107616
73778743
69080277
63589343
57414634
50718848
43795731
36906387
30334594
24275387
18898724
14305484
10524404
7519698
5218573
3517685
2301734
1460304
899398
538802
311872
174047
94201
49129
24798
12304
5939
2762
1232
518
236
104
39
16
5
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
