tau=24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
6
22
78
239
709
1872
4785
11784
27838
63426
137317
282997
557809
1051583
1898029
3275887
5417933
8580029
13009645
18886365
26246715
34890614
44379454
53960628
62698606
69559923
73612475
74187310
71126033
66000813
60387670
54402846
48173279
41887703
35699538
29824608
24406259
19542961
15305124
11719490
8757037
6388864
4552379
3167500
2150307
1423666
919206
578711
355601
212630
123535
69860
38382
20461
10684
5502
2734
1269
618
337
164
64
24
14
12
7
2
0
0
0
0
0
0
0
0
0
0
0
0
