tau=37
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
11
40
118
363
957
2592
6617
16092
37619
84146
179967
366510
711097
1320354
2343336
3976889
6458957
10028682
14886401
21148517
28732323
37355509
46467018
55318896
62970756
68527104
71266393
70779266
67058402
61682435
56163065
50551283
44937389
39420420
34108611
29081047
24419846
20182185
16418445
13141928
10345701
8000430
6082064
4541563
3333305
2401520
1697360
1176026
799660
534146
350807
226580
143559
88949
53648
31571
18357
10512
5858
3211
1732
903
436
231
136
67
27
12
3
0
0
0
0
0
0
0
0
0
0
