tau=12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
8
25
86
248
661
1753
4445
10724
24912
56455
121988
250792
493970
930442
1678084
2901643
4812984
7656278
11670717
17076677
23982534
32286222
41687713
51593163
61152263
69254591
74852664
76990577
75172142
70807572
65425623
59160333
52208831
44889815
37532946
30501461
24056813
18404285
13636811
9793505
6812769
4584437
2986233
1882499
1148152
678696
387154
212613
112970
58046
28552
13550
6396
2952
1321
535
213
88
33
12
5
3
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
