tau=36
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
30
105
331
908
2499
6411
15485
36291
81499
174131
355933
694656
1292994
2299748
3909387
6358609
9894689
14728191
20965796
28554134
37186335
46349278
55255287
62994031
68645042
71481014
71056676
67352077
61973665
56436163
50803528
45142363
39578398
34209698
29132614
24421308
20154759
16359020
13057295
10244773
7901824
5983075
4445933
3245500
2325523
1633564
1125510
760783
505332
330287
211201
131996
80981
48477
28497
16345
9243
5178
2760
1389
691
346
182
104
57
19
5
1
0
0
0
0
0
0
0
0
0
0
