tau=48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
16
63
212
654
1817
4754
11873
27746
61423
131184
267193
521786
976461
1744147
2982367
4891187
7688251
11572894
16702743
23112723
30662337
38983349
47547854
55617747
62358194
66992950
68939735
67893495
63925132
58565324
53220157
47951086
42798493
37786321
32987086
28473859
24288159
20470447
17032269
13993312
11334757
9057815
7143424
5554043
4254502
3215074
2395649
1758427
1270685
904474
633882
437904
298707
199759
131278
85411
54229
33761
20464
12119
7108
4235
2495
1406
766
402
208
92
37
19
12
4
1
0
0
0
0
0
0
