tau=35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
8
24
81
289
892
2384
6014
14746
35074
78996
169073
347122
680629
1269683
2260682
3850561
6277690
9791109
14598844
20822471
28394143
37042218
46225282
55194136
63017494
68764629
71669693
71313090
67658471
62298160
56747189
51067033
45366340
39738538
34306843
29163582
24405347
20084919
16261997
12948188
10127644
7773131
5857655
4333659
3147182
2242995
1568715
1076580
723906
477462
309087
195400
120834
73025
43221
25074
14267
7835
4158
2198
1185
584
274
135
59
22
8
2
0
0
0
0
0
0
0
0
0
0
0
