tau=22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
5
18
70
231
686
1784
4649
11550
27106
61716
133983
276982
546464
1026821
1850181
3197219
5295108
8396187
12753571
18551023
25840950
34449648
43962469
53647764
62554569
69612434
73895445
74692895
71771772
66725341
61130330
55093270
48766872
42340640
35991427
29955176
24390600
19411535
15084195
11441521
8465725
6113409
4301161
2949728
1973134
1285754
815086
503465
303380
177772
101137
55766
29662
15249
7833
3947
1886
900
432
195
76
36
22
10
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
