tau=20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
18
68
205
620
1793
4589
11155
26526
60079
129959
268985
531988
1005019
1812031
3126322
5180126
8228736
12516387
18234157
25465839
34043132
43561753
53297560
62344516
69631389
74152748
75173129
72444986
67493301
61901777
55815293
49356854
42761025
36263697
30078464
24358740
19265385
14854380
11155311
8164690
5822207
4043934
2737570
1801094
1151468
716125
433803
255753
145948
80760
43436
22581
11560
5834
2810
1294
561
258
130
59
27
16
9
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
