tau=1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
18
63
185
566
1612
4029
9651
22906
52085
112732
232883
459810
870137
1572603
2714696
4497870
7158028
10920536
15966280
22417655
30232604
39154343
48714200
58250169
66947671
73924420
78434069
79219819
76916356
72531697
65795399
57409091
48183078
38889531
30175116
22505931
16137231
11114701
7349775
4666587
2842976
1662376
932512
502007
259513
127797
59954
27092
11754
4841
1894
708
278
103
41
12
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
