tau=2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
10
36
93
243
654
1672
4214
10077
23259
52665
114558
234889
462476
873562
1576096
2727551
4522420
7186485
10962634
16042769
22522836
30359846
39324301
48946139
58516287
67233567
74260393
78416050
78821554
76202034
71607597
65108567
56962757
47953537
38850130
30294028
22736387
16410877
11382338
7584614
4855648
2987971
1766743
1002889
546564
285992
142284
67745
31049
13472
5708
2373
903
314
99
30
7
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
