tau=45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
8
26
75
188
530
1450
3839
9628
23087
52434
113907
236635
468160
886049
1605282
2780105
4608526
7315563
11119298
16186485
22580145
30155975
38583675
47311936
55612913
62585633
67439864
69567076
68643759
64723879
59349371
53975309
48623754
43335820
38191800
33287602
28659284
24366101
20435731
16897682
13785619
11102632
8811733
6889844
5303085
4020241
3001383
2208058
1599483
1137742
796178
548811
371662
247849
162725
105225
66510
41098
25226
15288
9088
5225
2982
1742
970
491
257
130
60
19
7
2
0
0
0
0
0
0
0
0
