tau=50
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
13
38
114
337
888
2298
5786
13887
31953
69564
145788
294245
565200
1041007
1840979
3120751
5071142
7911729
11834938
16993506
23414455
30932933
39189295
47660475
55601145
62185632
66665556
68482977
67346090
63353796
58030345
52766489
47576071
42472165
37531293
32828504
28409377
24297107
20540008
17148203
14138919
11511487
9254096
7341177
5739847
4421519
3360424
2521002
1865537
1358846
976614
689866
479853
330319
223849
149105
97895
62891
39661
24610
14854
8858
5337
3199
1855
1045
597
314
149
61
34
16
8
6
5
5
3
1
0
0
