tau=3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
3
16
60
202
587
1627
4082
9731
23045
52431
113724
235283
464458
877599
1585419
2742563
4542908
7223054
11022005
16130289
22652021
30545112
39569930
49241397
58873076
67636546
74468373
78423805
78444660
75486223
70808979
64277909
56365252
47626391
38765159
30383043
22928693
16653139
11639786
7824789
5051167
3137104
1875809
1078421
596109
315964
160003
77645
36276
16255
7013
2918
1204
485
181
52
14
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
