tau=10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
5
14
66
222
628
1682
4180
9999
23677
54184
118700
246369
486023
916834
1654737
2861959
4742851
7542963
11512588
16849170
23654626
31874105
41225757
51128169
60778309
69077712
74948013
77402839
75878606
71711950
66419311
60117756
53000262
45451494
37837640
30546115
23881110
18078127
13243356
9383751
6422665
4248312
2717886
1682440
1007662
582100
323552
173993
90449
45397
21848
9984
4520
1959
797
307
129
72
38
14
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
