tau=18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
2
6
20
67
216
659
1759
4511
10981
25867
58998
127314
262968
520141
981176
1769841
3058170
5073110
8066105
12285200
17927297
25081991
33603314
43110833
52922380
62120171
69614452
74389923
75655518
73110037
68261793
62712004
56585060
50009696
43261979
36580567
30201420
24316884
19085452
14581502
10845224
7847849
5523855
3782027
2516695
1625943
1021858
624440
369790
212839
119049
64542
33639
16798
8344
4113
1967
895
415
181
77
32
16
7
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
