d=20-tau=6
0
0
0
0
12
67
179
467
1127
2581
6069
13657
29067
59583
116257
217745
391478
674798
1112197
1755971
2664301
3885308
5439165
7313805
9446433
11723286
13986762
16047195
17707567
18784066
19147055
19149011
19158236
19150823
19141785
19136651
19131085
19130487
19138033
19143509
19138757
19132006
19132332
19134159
19134194
19136321
19132426
19135677
19143842
19141953
19147150
19159596
19166173
19161333
19152355
19147701
19150016
19151516
19152481
19153813
19151243
19143834
19141889
19142654
19136162
19124292
19104984
19039208
18887484
18575080
18038811
17206590
16038834
14561533
12826205
10942467
9021287
7181376
5517638
4094270
2930893
2023400
1346993
864922
535562
319270
183599
101938
54569
28131
13704
6347
2863
1281
636
296
103
21
4
1
0
