d=20-tau=62
0
0
0
2
16
76
224
530
1257
2946
6821
15132
31981
65280
127466
238387
429531
739102
1218434
1925891
2924252
4266438
5975835
8035258
10379257
12887870
15370388
17624460
19445946
20630449
21039509
21043679
21050096
21043477
21037603
21034996
21027380
21027463
21032866
21029415
21021586
21016130
21011470
21007133
21002042
20993930
20980246
20962475
20938894
20891058
20835215
20773746
20683473
20562181
20411111
20243252
20037467
19775239
19469333
19113077
18703716
18243117
17729058
17163545
16539395
15847146
15097262
14301746
13463663
12583192
11680540
10770341
9848983
8931413
8042731
7178803
6344798
5559483
4823583
4144141
3526791
2973056
2477835
2043391
1669710
1350981
1078115
848963
661917
510735
389692
293358
217468
159745
115635
83036
58960
41407
29112
20293
14310
