d=20-tau=2
0
0
1
2
8
50
173
461
1136
2693
6078
13531
28872
59060
115938
217756
390038
669128
1102862
1744484
2647664
3858990
5397391
7250714
9366170
11628854
13882370
15937170
17591427
18669014
19037763
19033395
19039869
19048991
19051602
19052599
19051829
19052927
19054554
19047806
19050269
19059007
19055934
19051181
19056325
19059668
19062799
19072207
19071692
19064605
19064194
19057013
19046856
19045144
19041007
19038765
19037104
19033993
19035041
19038718
19039918
19036745
19039436
19038878
19039216
19050806
19056097
19056183
19054604
18959081
18681905
18062487
16974295
15444160
13538660
11423322
9274658
7250810
5458945
3951456
2750394
1840724
1185543
734585
437065
249456
136300
71669
36088
17355
8051
3566
1531
654
277
118
48
17
2
0
0
