d=20-tau=28
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
389
79739
15912817
31668977
31678261
31687165
31687482
31691520
31691743
31685966
31687728
31696699
31706269
31711267
31717687
31726791
31515602
31084944
30546102
29932319
29277750
28577673
27818892
27021946
26193090
25320535
24402729
23456791
22474775
21461123
20391933
19293122
18154201
16995077
15777971
14546476
13284592
12013686
10730168
9473960
8237722
7063756
5960397
4935794
4016994
3187555
2491801
1885642
1406495
1006118
715645
481887
326047
205116
130969
75602
45418
24315
13952
6685
3510
1435
718
268
120
26
12
7
4
0
0
0
0
0
