d=20-tau=54
0
0
1
6
16
58
174
486
1214
2921
6661
14714
31213
64095
126260
235780
422353
725575
1195159
1891098
2872026
4187933
5861918
7878424
10171701
12632812
15083356
17305459
19105150
20279501
20679957
20676321
20672479
20677991
20681809
20678918
20686876
20685080
20684374
20684531
20684504
20693871
20692303
20688287
20691893
20690821
20683125
20669052
20656699
20638226
20607132
20565806
20501757
20421442
20336324
20235816
20101714
19928161
19706048
19429322
19100479
18713135
18272230
17769002
17191728
16542887
15827733
15049153
14197342
13289046
12352910
11385148
10398058
9418942
8455742
7515480
6608324
5750271
4946875
4204955
3534029
2939628
2416012
1959984
1570229
1244243
974454
751117
570123
428540
319600
234327
168755
120593
85597
59883
40971
27531
18199
12007
7980
