d=20-tau=68
0
1
2
4
14
56
161
479
1258
3037
6892
15219
32288
66070
130435
244324
436785
749623
1235029
1954343
2967043
4325607
6053675
8131443
10496697
13031033
15551935
17847589
19704452
20917086
21332525
21323446
21321380
21330025
21337507
21333894
21336430
21339387
21333498
21332051
21336405
21335718
21329783
21318335
21297703
21269104
21229967
21180305
21121187
21040772
20942167
20829293
20686667
20516470
20326905
20104838
19841676
19533252
19179953
18786838
18344718
17849308
17300377
16694582
16040501
15336009
14587055
13806089
12986841
12135220
11264195
10387401
9516576
8656124
7812394
6991573
6204056
5461149
4765428
4118007
3523645
2992382
2519008
2098926
1732252
1414215
1141834
913710
722878
564390
437077
336161
255135
191590
142584
105217
77072
55465
39682
28438
20606
