d=30-tau=20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
223
46348
9196256
18296993
18293482
18297241
18298089
18297629
18301236
18305764
18315831
18322563
18319852
18314590
18308985
18299113
18293280
18296963
18303139
18308354
18312683
18313250
18309131
18310676
18314947
18317450
18324958
18330676
18330816
18327652
18323368
18323470
18323010
18321579
18318274
18318284
18318309
18309660
18293882
18284178
18287591
18293582
18295145
18301246
18108089
17716101
17243037
16698391
16097727
15465063
14787657
14071246
13314613
12521821
11664841
10783348
9858166
8915795
7943863
6980176
6012622
5080246
4197137
3380269
2660498
2024862
1506817
1069163
746917
488653
319098
188814
113688
60109
33472
15340
7743
2852
1326
443
179
31
11
6
