d=10-tau=38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
16
93
238
1026
2526
7897
17072
42286
82475
172034
308008
572626
952515
1608421
2507579
4188594
40971582
73254292
68526551
65856471
63224686
60540705
57802146
55003323
52107246
49169762
46147889
43093616
39971502
36843803
33671527
30534680
27407618
24369024
21426352
18628228
15994060
13531799
11305579
9277849
7520312
5960479
4681084
3576541
2707347
1976928
1443331
1008060
707435
469837
317067
199269
128321
76018
46948
25788
15139
7866
4428
2082
1119
479
242
92
38
7
2
0
0
0
0
0
0
0
0
0
0
0
