d=20-tau=24
0
0
0
2
12
53
167
468
1181
2726
6186
13858
29615
60987
119917
223868
400506
690343
1139574
1799364
2729936
3981080
5572263
7493969
9684379
12024032
14344631
16454587
18151773
19253179
19637418
19641546
19642157
19633446
19624081
19611326
19605185
19607032
19606915
19612169
19611802
19606264
19599909
19599148
19613626
19617352
19612634
19617100
19620836
19620703
19626341
19630982
19631664
19631321
19615501
19606443
19603052
19596837
19594976
19585201
19549003
19484744
19400655
19279719
19089243
18804850
18422924
17915959
17268164
16475725
15535275
14457023
13257833
11953276
10589923
9221368
7877481
6591066
5396236
4326226
3395843
2606497
1954430
1430309
1021325
712404
485104
322683
208725
132054
81585
48611
28084
15783
8620
4683
2542
1301
645
297
134
