d=20-tau=48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1121
3379
16396
39985
110210
225398
565602
20125084
38913891
38132480
37565122
36985400
36385927
35768122
35147913
34511050
33843949
33157519
32459431
31739038
30998242
30242294
29473091
28682572
27877245
27051810
26211507
25350421
24480590
23579815
22658435
21719561
20767958
19786706
18795179
17780125
16756263
15712963
14657931
13592491
12544301
11495596
10460558
9435125
8439645
7480637
6572035
5716405
4912836
4180723
3505913
2909531
2375713
1925255
1528878
1205016
924291
707236
525994
390786
278763
200896
138522
96218
63602
43104
27222
17631
10388
6436
3677
2223
1161
680
342
195
106
61
33
