d=40-tau=40
0
0
0
0
0
0
2
198
37597
7498313
14925373
14932860
14937770
14937157
14938529
14945985
14955861
14955536
14947896
14946234
14944577
14941532
14944929
14947746
14947104
14953139
14958143
14957846
14956821
14956453
14958972
14962143
14967449
14971574
14967627
14959536
14955353
14961238
14968324
14971499
14973410
14977476
14982988
14989930
14987565
14978454
14975914
14970998
14964614
14960308
14953529
14890596
14765544
14603597
14421021
14219223
14005626
13787506
13555430
13314511
13063173
12800321
12527170
12243993
11955234
11658358
11357697
11043802
10719310
10380700
10030430
9667243
9299157
8924674
8544863
8158291
7760551
7347478
6931779
6504804
6076960
5637682
5198972
4754317
4311063
3873761
3453094
3046520
2655466
2287736
1941862
1627947
1345054
1099987
879350
698774
544751
428725
333298
270328
225728
