d=20-tau=32
0
0
0
1
7
57
198
484
1176
2823
6339
14141
30221
61575
120465
225491
404717
696795
1149985
1818578
2759150
4022052
5635135
7577703
9786935
12149324
14495013
16626797
18341053
19453880
19844728
19855934
19854408
19846906
19838941
19834132
19832644
19829111
19826162
19822128
19823836
19833164
19840702
19845809
19854128
19858089
19857005
19858317
19867002
19873342
19873559
19879477
19882108
19873143
19862238
19855217
19843664
19823879
19787373
19721144
19628507
19497318
19322906
19092705
18778117
18361737
17842306
17208876
16458932
15586747
14595019
13510647
12353264
11138055
9898772
8667896
7466763
6326654
5269973
4316205
3476052
2748432
2129906
1618872
1206155
880505
630137
442347
303778
205458
135982
87545
55046
33587
20077
11834
6789
3802
2076
1146
657
