d=20-tau=0
0
0
0
0
12
67
182
463
1094
2533
5969
13462
28678
58973
115381
215824
387875
668907
1102816
1741955
2644345
3857178
5400068
7260935
9376936
11637516
13884435
15929046
17577602
18650011
19011091
19009390
19021973
19020715
19015236
19004705
18994568
18995642
19003065
19004008
18995241
18991770
18987819
18988203
18996319
18995698
18985274
18992195
19006334
19007613
19017331
19026967
19028211
19021728
19012990
19014147
19017354
19016466
19015460
19010772
19008512
19007540
19010090
19013464
19009260
19008521
19000890
18992087
18988717
18982167
18980637
18609256
17529999
15879459
13839324
11590253
9333280
7231108
5382732
3848347
2641876
1740573
1099634
667248
389310
217344
115896
59198
28803
13334
6062
2683
1126
472
176
52
15
3
2
1
0
