d=10-tau=19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
853
168265
33504824
66673722
66662381
65864343
64296811
62449275
60355892
58071910
55621061
52958200
50161753
47161652
44036766
40710023
37292843
33684555
30050103
26339860
22701489
19135139
15773514
12680685
9880742
7509188
5472708
3910754
2631420
1752038
1073379
662682
361794
205726
97927
50922
20399
9650
3013
1278
304
112
14
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
