d=20-tau=46
0
1
2
3
13
61
192
469
1179
2902
6535
14433
31020
63788
124775
232549
416167
715381
1178587
1863054
2827706
4122146
5766548
7748062
10007174
12427502
14837561
17025190
18789676
19942815
20339291
20340845
20344684
20350335
20355474
20354361
20355124
20358566
20358462
20357657
20366236
20374914
20374402
20375060
20382138
20383001
20378794
20376035
20367851
20351836
20332964
20318303
20300211
20263652
20215134
20157644
20079343
19974028
19831293
19640307
19406455
19116143
18762352
18331864
17826408
17242422
16569260
15813183
14973635
14059424
13086758
12067753
11019764
9963499
8911022
7879172
6882754
5938961
5060440
4255645
3531005
2893092
2338010
1861200
1459501
1128473
859861
645299
477268
347744
249812
176764
122827
84063
56524
37456
24475
15689
10031
6478
4031
