d=20-tau=27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
398
79187
15761876
31368143
31370980
31367068
31363484
31365553
31376424
31384161
31383600
31381687
31376902
31375126
31369660
31357921
31346692
31109155
30638501
30075474
29429346
28733704
28003346
27225969
26414315
25557389
24670758
23734283
22751438
21727792
20664994
19543968
18399621
17207678
15992108
14732800
13468756
12171274
10879292
9589210
8340556
7134409
5999882
4961573
4014734
3190106
2460754
1869446
1367791
989628
681820
468739
301202
196505
117205
71875
39286
22599
11069
5971
2631
1319
483
245
76
25
6
3
0
0
0
0
0
0
