d=20-tau=36
0
0
0
1
10
59
202
478
1147
2733
6335
14275
30244
62164
122144
227533
407848
702864
1159155
1832436
2780126
4053542
5678288
7636173
9868633
12256709
14615173
16761585
18496360
19618556
20004590
20007753
20014374
20011578
19999910
19986730
19981031
19979561
19975207
19974319
19973886
19973437
19974035
19978317
19992099
20006668
20004609
19996420
19999203
20005500
20008301
20008931
20009567
20000543
19981957
19958761
19930599
19892324
19828966
19730330
19605661
19432781
19204963
18907086
18519686
18043979
17472711
16795621
16000038
15096224
14106946
13040857
11917109
10750672
9564036
8395310
7264420
6194516
5200812
4295378
3489016
2787508
2190560
1693618
1284562
956429
700131
502616
353299
244038
165694
110710
72499
46456
28879
17497
10439
6241
3632
1960
1094
