d=40-tau=6
0
0
0
0
0
0
1
157
31410
6278952
12494704
12492143
12483088
12478952
12487124
12489733
12486512
12491723
12494271
12490363
12492007
12491844
12488499
12490636
12497618
12506931
12511849
12513784
12517402
12516184
12514432
12513173
12513741
12521008
12532147
12535216
12530585
12532566
12536313
12533309
12534963
12534760
12532012
12527708
12521029
12522785
12526949
12534792
12540551
12540715
12542909
12545837
12540494
12530955
12529660
12522714
12504946
12500144
12504034
12504102
12502400
12500717
12501841
12500089
12494642
12496232
12499552
12496681
12490796
12490584
12491782
12490019
12488151
12484258
12483238
12481043
12475169
12471857
12470899
12472656
12472014
12473338
12476286
12470845
12464083
11840885
10698940
9213542
7599415
5897709
4282047
2888179
1732037
977148
437103
196350
50253
16677
99
1
0
