d,τ,µ
0,40,0.276041
1,40,0.27064
2,40,0.131496
3,40,-0.0786942
4,40,-0.333479
5,40,-0.616586
6,40,-0.917566
7,40,-1.22706
8,40,-1.53936
9,40,-1.84789
10,40,-2.15239
11,40,-2.45056
12,40,-2.74518
13,40,-3.02436
14,40,-3.30902
15,40,-3.58102
16,40,-3.84163
17,40,-4.09668
18,40,-4.34373
19,40,-4.57969
20,40,-4.80606
21,40,-4.99711
22,40,-5.1712
23,40,-5.30643
24,40,-5.44373
25,40,-5.54738
26,40,-5.66839
27,40,-5.74193
28,40,-5.84922
29,40,-5.91656
30,40,-5.97511
31,40,-6.05722
32,40,-6.11545
33,40,-6.15989
34,40,-6.22832
35,40,-6.27122
36,40,-6.30793
37,40,-6.35712
38,40,-6.38919
39,40,-6.45013
40,40,-6.4696
41,40,-6.48939
42,40,-6.49873
43,40,-6.53046
44,40,-6.46447
45,40,-6.35122
46,40,-6.07382
47,40,-5.53614
48,40,-4.54943
49,40,-2.94636
50,40,-0.0590054
