d,τ,µ
0 ,  50 ,  0.2955067999715292
2 ,  50 ,  0.1776950788833981
4 ,  50 ,  -0.2594817358378985
6 ,  50 ,  -0.8264867871704555
8 ,  50 ,  -1.4503404343698154
10 ,  50 ,  -2.076487909782144
12 ,  50 ,  -2.6898865568135375
14 ,  50 ,  -3.2918394251044036
16 ,  50 ,  -3.875235827212449
18 ,  50 ,  -4.413163305617275
20 ,  50 ,  -4.933831856931446
22 ,  50 ,  -5.415975205373183
24 ,  50 ,  -5.951301074943946
26 ,  50 ,  -6.27594647391469
28 ,  50 ,  -6.677320106577404
30 ,  50 ,  -6.875783661716504
32 ,  50 ,  -7.292163737370231
34 ,  50 ,  -7.440849210087912
36 ,  50 ,  -7.545151867159264
38 ,  50 ,  -7.554907217719091
40 ,  50 ,  -7.675043010029068
42 ,  50 ,  -7.646554665723693
44 ,  50 ,  -7.718890092375291
46 ,  50 ,  -7.142266014045737
47 ,  50 ,  -6.498047230718984
48 ,  50 ,  -5.025812828118269
49 ,  50 ,  -3.0940456766043654
50 ,  50 ,  0.4700839286500614
52 ,  50 ,  -0.22489138444383833
54 ,  50 ,  0.32524729885376297
56 ,  50 ,  -0.031675441389663855
58 ,  50 ,  0.022763744764966665
60 ,  50 ,  0.3307310444316105
62 ,  50 ,  0.0714716107105496
64 ,  50 ,  0.4121148613075515
66 ,  50 ,  -0.1087637409045826
68 ,  50 ,  0.06295514340721758
70 ,  50 ,  -0.24214638114345996
