d=10-tau=4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
64
195
536
1337
2805
5220
8616
12429
16132
19324
21936
23253
23293
23232
23040
22785
22826
23160
23354
23319
23183
23180
23316
23406
23641
23537
23195
23055
23041
22877
22746
22805
22965
23189
23355
23490
23612
23574
23583
23968
24083
23815
23696
23610
23459
23405
23625
23962
23969
23788
