d,τ,µ
150,0,-0.639445
150,2,0.352206
150,4,-0.203075
150,6,-1.7158
150,8,-0.881009
150,10,-2.39641
150,12,-2.79386
150,14,-1.93627
150,16,-2.54818
150,18,-2.62876
150,20,-3.22358
150,22,-4.25838
150,24,-4.56726
150,26,-5.28671
150,28,-5.45968
150,30,-5.94265
150,32,-6.16864
150,34,-6.4909
150,36,-7.16272
150,38,-6.31208
150,40,-7.64949
150,42,-8.21262
150,44,-8.45404
150,46,-7.76732
150,48,-8.2558
150,50,-9.35
150,52,-9.79546
150,54,-10.1498
150,56,-9.66067
150,58,-11.0773
150,60,-10.3913
150,62,-10.7283
150,64,-12.0521
150,66,-12.5341
150,68,-12.5575
150,70,-12.1285
150,72,-12.4237
150,74,-12.7826
150,76,-13.2324
150,78,-13.4016
150,80,-13.8922
150,82,-15.061
150,84,-14.5798
150,86,-14.9225
150,88,-15.0944
150,90,-16.5889
150,92,-15.7244
150,94,-16.1953
150,96,-17.6954
150,98,-17.8555
150,102,-17.4614
150,104,-18.9058
150,106,-19.2397
150,108,-19.6179
150,110,-18.5049
150,112,-19.1422
150,114,-19.4771
150,116,-20.7549
150,118,-21.1545
150,120,-20.4473
150,122,-20.6179
150,124,-22.1369
150,126,-22.3319
150,128,-22.5527
150,130,-22.7849
150,132,-22.1885
150,134,-23.4522
150,136,-22.8206
150,138,-23.9797
150,140,-24.3509
150,142,-23.9331
150,144,-24.8781
150,146,-25.1017
150,148,-25.7721
150,150,-25.6828
150,152,-25.9101
150,154,-25.5424
150,156,-25.653
150,158,-26.3019
150,160,-26.3858
150,162,-26.7097
150,164,-26.8244
150,166,-27.4778
150,168,-27.4288
150,170,-27.8742
150,172,-28.7891
150,174,-28.1647
150,176,-28.5604
150,178,-28.7846
150,180,-29.6414
150,182,-30.066
150,184,-29.6532
150,186,-30.6834
150,188,-30.97
150,190,-30.4648
150,192,-31.4168
150,194,-31.6793
150,196,-31.8531
150,198,-31.3797
150,200,-31.3591
150,202,-31.7046
150,204,-32.6497
150,206,-32.9785
150,208,-33.2088
150,210,-33.3619
150,212,-33.4386
150,214,-33.6854
150,216,-34.1502
150,218,-34.2602
150,220,-34.5262
150,222,-33.9933
150,224,-34.2648
150,226,-34.4934
150,228,-35.476
150,230,-34.8064
150,232,-34.9456
150,234,-35.8204
150,236,-35.5328
150,238,-35.5653
150,240,-36.6038
150,242,-35.8784
150,244,-36.9104
150,246,-36.0487
150,248,-37.1457
150,250,-36.4094
150,252,-36.6206
150,254,-36.6641
150,256,-37.1396
150,258,-37.8243
150,260,-37.8385
150,262,-37.3908
150,264,-37.5612
150,266,-38.4672
150,268,-37.6425
150,270,-37.8135
150,272,-38.0143
150,274,-38.9641
150,276,-38.3717
150,278,-39.4055
150,280,-38.3635
150,282,-38.674
150,284,-39.4306
150,286,-39.4223
150,288,-39.6386
150,290,-38.9481
150,292,-39.0249
150,294,-39.1402
150,296,-39.8676
150,298,-39.4559
150,300,-39.3206
150,302,-40.4901
150,304,-40.3077
150,306,-39.5891
150,308,-40.3746
150,310,-40.7769
150,312,-39.6974
150,314,-40.7265
150,316,-39.7231
150,318,-39.8423
150,320,-39.8275
150,322,-40.7248
150,324,-40.1097
150,326,-40.0887
150,328,-40.312
150,330,-40.8371
150,332,-40.1622
150,334,-40.169
150,336,-40.311
150,338,-41.1014
150,340,-41.2983
150,342,-40.4115
150,344,-40.5516
150,346,-41.3945
150,348,-40.4306
