150,2,-0.481728
150,4,-0.2765
150,6,0.480813
150,8,0.584972
150,10,0.465337
150,12,0.428196
150,14,0.290521
150,16,-0.822996
150,18,-0.0464426
150,20,-0.948135
150,22,0.218286
150,24,-1.09827
150,26,0.171818
150,28,-0.255858
150,30,-0.205128
150,32,-1.35452
150,34,-1.05721
150,36,-1.57796
150,38,-1.03311
150,40,-0.575542
150,42,-0.184142
150,44,-0.248424
150,46,-1.32161
150,48,-1.79285
150,50,-0.845875
150,52,-0.790732
150,54,-1.9547
150,56,-0.749407
150,58,-2.06193
150,60,-1.8246
150,62,-1.99561
150,64,-1.17287
150,66,-2.21218
150,68,-2.29784
150,70,-1.0201
150,72,-0.859522
150,74,-1.03439
150,76,-1.05536
150,78,-1.12511
