d,τ,µ
50,0,-0.0571446
50,2,0.0561333
50,4,0.0678409
50,6,-0.195963
50,8,-0.19579
50,10,-0.164023
50,12,-0.201651
50,14,-0.256941
50,16,-0.172999
50,18,-0.305635
50,20,-0.330423
50,22,-0.224768
50,24,-0.263051
50,26,-0.244047
50,28,-0.246588
50,30,-0.464838
50,32,-0.510171
50,34,-0.365507
50,36,-0.406671
50,38,-0.392431
50,40,-0.535341
50,42,-0.444784
50,44,-0.636234
50,46,-0.493873
50,48,-0.696426
50,50,-0.749395
50,52,-0.644722
50,54,-0.794348
50,56,-0.75784
50,58,-0.841913
50,60,-0.705764
50,62,-0.832298
50,64,-0.747649
50,66,-0.761406
50,68,-0.995672
50,70,-1.02066
50,72,-0.850364
50,74,-1.02284
50,76,-1.08447
50,78,-0.975278
50,80,-1.14849
50,82,-1.12316
50,84,-1.23799
50,86,-1.26435
50,88,-1.07742
50,90,-1.29572
50,92,-1.3386
50,94,-1.38002
50,96,-1.26076
50,98,-1.38288
50,102,-1.47663
50,104,-1.33482
50,106,-1.35998
50,108,-1.36396
50,110,-1.41388
50,112,-1.44772
50,114,-1.47361
50,116,-1.67676
50,118,-1.72226
50,120,-1.56935
50,122,-1.63883
50,124,-1.62781
50,126,-1.84628
50,128,-1.88115
50,130,-1.90636
50,132,-1.78394
50,134,-1.77305
50,136,-1.99395
50,138,-2.04917
50,140,-2.01683
50,142,-1.91412
50,144,-2.142
50,146,-1.97498
50,148,-2.01481
50,150,-2.22436
50,152,-2.08847
50,154,-2.09091
50,156,-2.13573
50,158,-2.37647
50,160,-2.21029
50,162,-2.42712
50,164,-2.47972
50,166,-2.36357
50,168,-2.3637
50,170,-2.43116
50,172,-2.61512
50,174,-2.44646
50,176,-2.63358
50,178,-2.6306
50,180,-2.75144
50,182,-2.77719
50,184,-2.80493
50,186,-2.82143
50,188,-2.68894
50,190,-2.72859
50,192,-2.94843
50,194,-2.80313
50,196,-2.83488
50,198,-2.87454
50,200,-3.05474
50,202,-2.93544
50,204,-3.09038
50,206,-3.19305
50,208,-3.11283
50,210,-3.26051
50,212,-3.28771
50,214,-3.3253
50,216,-3.19605
50,218,-3.39969
50,220,-3.41756
50,222,-3.29736
50,224,-3.5102
50,226,-3.52469
50,228,-3.45652
50,230,-3.61863
50,232,-3.55296
50,234,-3.73196
50,236,-3.70082
50,238,-3.59283
50,240,-3.63781
50,242,-3.70517
50,244,-3.73357
50,246,-3.84116
50,248,-3.85013
50,250,-3.81041
50,252,-4.05509
50,254,-3.90407
50,256,-3.93241
50,258,-3.98117
50,260,-4.20625
50,262,-4.19918
50,264,-4.09787
50,266,-4.24355
50,268,-4.1612
50,270,-4.31043
50,272,-4.39473
50,274,-4.41258
50,276,-4.47849
50,278,-4.37253
50,280,-4.55291
50,282,-4.44584
50,284,-4.60625
50,286,-4.60139
50,288,-4.55045
50,290,-4.58347
50,292,-4.64128
50,294,-4.67437
50,296,-4.80458
50,298,-4.89308
50,300,-4.9412
50,302,-4.82316
50,304,-4.86272
50,306,-5.03493
50,308,-4.96762
50,310,-5.13546
50,312,-5.04256
50,314,-5.1449
50,316,-5.07825
50,318,-5.11577
50,320,-5.30957
50,322,-5.19365
50,324,-5.21892
50,326,-5.38811
50,328,-5.44269
50,330,-5.36913
50,332,-5.39265
50,334,-5.40889
50,336,-5.56466
50,338,-5.5943
50,340,-5.574
50,342,-5.56857
50,344,-5.61219
50,346,-5.65213
50,348,-5.81335
50,350,-5.86151
50,352,-5.77184
50,354,-5.82993
50,356,-5.85939
50,358,-5.86713
50,360,-5.93502
50,362,-6.06774
50,364,-6.09506
50,366,-6.16734
50,368,-6.03521
50,370,-6.0544
50,372,-6.09172
50,374,-6.31358
50,376,-6.34118
50,378,-6.23317
50,380,-6.27729
50,382,-6.43619
50,384,-6.50107
50,386,-6.50722
50,388,-6.36887
50,390,-6.44176
50,392,-6.49663
50,394,-6.67782
50,396,-6.54065
50,398,-6.56853
50,400,-6.73337
50,402,-6.7837
50,404,-6.76925
50,406,-6.71714
50,408,-6.72403
50,410,-6.9275
50,412,-6.92178
50,414,-6.86855
50,416,-6.87929
50,418,-6.93588
50,420,-7.086
50,422,-7.12824
50,424,-7.16686
50,426,-7.03861
50,428,-7.16835
50,430,-7.23666
50,432,-7.13556
50,434,-7.29218
50,436,-7.17081
50,438,-7.31874
50,440,-7.23814
50,442,-7.35229
50,444,-7.32264
50,446,-7.47835
50,448,-7.47845
50,450,-7.42571
50,452,-7.58375
50,454,-7.63245
50,456,-7.51078
50,458,-7.54881
50,460,-7.64589
50,462,-7.76049
50,464,-7.6856
50,466,-7.68074
50,468,-7.7202
50,470,-7.88224
50,472,-7.73514
50,474,-7.78143
50,476,-7.9681
50,478,-7.82733
50,480,-7.88343
50,482,-7.93375
50,484,-8.04787
50,486,-7.9876
50,488,-7.99465
50,490,-8.11124
50,492,-8.07798
50,494,-8.0702
50,496,-8.18909
50,498,-8.23699
