d,τ,µ
50,0,-0.0232977
50,2,-0.236173
50,4,-0.468608
50,6,-0.748006
50,8,-1.18011
50,10,-1.49494
50,12,-1.73814
50,14,-2.06409
50,16,-2.41278
50,18,-2.72467
50,20,-3.07494
50,22,-3.40181
50,24,-3.73279
50,26,-4.04909
50,28,-4.37877
50,30,-4.71462
50,32,-5.0422
50,34,-5.36605
50,36,-5.65776
50,38,-5.96217
50,40,-6.2405
50,42,-6.62383
50,44,-6.85548
50,46,-7.15235
50,48,-7.43386
50,50,-7.69016
50,52,-8.00773
50,54,-8.23342
50,56,-8.50304
50,58,-8.79814
50,60,-9.00367
50,62,-9.20353
50,64,-9.47733
50,66,-9.74811
50,68,-9.9216
50,70,-10.1812
50,72,-10.3287
50,74,-10.5309
50,76,-10.7865
50,78,-10.8889
50,80,-11.0744
50,82,-11.251
50,84,-11.4342
50,86,-11.5264
50,88,-11.7032
50,90,-11.7944
50,92,-11.9407
50,94,-12.0104
50,96,-12.1405
50,98,-12.2069
50,102,-12.3552
50,104,-12.3812
50,106,-12.4195
50,108,-12.4956
50,110,-12.5528
50,112,-12.5523
50,114,-12.5979
50,116,-12.6557
50,118,-12.6718
50,120,-12.7138
50,122,-12.7174
50,124,-12.7493
50,126,-12.8015
50,128,-12.8272
