d,τ,µ
150,0,-0.348116
150,2,-0.735019
150,4,-1.15002
150,6,-0.424867
150,8,-1.76292
150,10,-2.09949
150,12,-1.2814
150,14,-2.56426
150,16,-1.9316
150,18,-3.35244
150,20,-2.72945
150,22,-4.27366
150,24,-4.40993
150,26,-5.09609
150,28,-5.40395
150,30,-4.5778
150,32,-6.01127
150,34,-5.1569
150,36,-5.60033
150,38,-5.92591
150,40,-7.26289
150,42,-6.93789
150,44,-7.10667
150,46,-7.41849
150,48,-8.7589
150,50,-9.28896
150,52,-9.37292
150,54,-8.82899
150,56,-9.12854
150,58,-9.77538
150,60,-10.8101
150,62,-11.4201
150,64,-11.3898
150,66,-10.8344
150,68,-12.3116
150,70,-11.4458
150,72,-12.9956
150,74,-12.2741
150,76,-13.6441
150,78,-14.1048
150,80,-13.1459
150,82,-13.8468
150,84,-15.0025
150,86,-15.4913
150,88,-15.5681
150,90,-15.9313
150,92,-16.3973
150,94,-15.6395
150,96,-17.2183
150,98,-17.2166
150,102,-16.8387
150,104,-18.2323
150,106,-17.5628
150,108,-17.8157
150,110,-18.458
150,112,-18.6226
150,114,-18.9405
150,116,-20.084
150,118,-19.3873
150,120,-20.9474
150,122,-20.2788
150,124,-20.6403
150,126,-20.8679
150,128,-21.2484
150,130,-21.4596
150,132,-21.7797
150,134,-22.7174
150,136,-23.1122
150,138,-23.5684
150,140,-23.1476
150,142,-24.0462
150,144,-24.4397
150,146,-24.6354
150,148,-24.9233
150,150,-25.2972
150,152,-25.4165
150,154,-25.9652
150,156,-26.2832
150,158,-25.4887
150,160,-25.8342
150,162,-26.8499
150,164,-26.2774
150,166,-26.8043
150,168,-27.7159
150,170,-27.6077
150,172,-28.2425
150,174,-27.8066
150,176,-28.6214
150,178,-28.1672
150,180,-28.559
150,182,-28.8374
150,184,-29.0886
150,186,-29.8969
150,188,-29.59
150,190,-30.2988
150,192,-29.8005
150,194,-30.7149
150,196,-31.2187
150,198,-30.6856
150,200,-31.5125
150,202,-31.0791
150,204,-31.489
150,206,-32.5238
150,208,-32.438
150,210,-31.8497
150,212,-32.8587
150,214,-33.2494
150,216,-32.5556
150,218,-33.8055
150,220,-33.2316
150,222,-34.0399
150,224,-34.2571
150,226,-34.2321
150,228,-34.4193
150,230,-34.034
150,232,-34.3574
150,234,-35.2575
150,236,-34.6576
150,238,-34.7875
150,240,-35.7825
150,242,-35.9249
150,244,-35.3675
150,246,-35.5426
150,248,-35.5867
150,250,-35.7736
150,252,-36.6617
150,254,-36.3064
150,256,-37.1102
150,258,-37.1309
150,260,-37.2812
150,262,-36.6508
150,264,-36.7503
150,266,-36.9597
150,268,-37.7728
150,270,-37.3341
150,272,-38.1978
150,274,-38.0998
150,276,-38.2131
150,278,-38.397
150,280,-37.7552
150,282,-37.9093
150,284,-37.7496
150,286,-38.2904
150,288,-38.2771
150,290,-38.9935
150,292,-38.4153
150,294,-39.1874
150,296,-38.4374
150,298,-39.4724
150,300,-39.423
150,302,-39.4665
150,304,-39.8007
150,306,-39.0247
150,308,-39.7703
150,310,-39.7727
150,312,-39.7578
150,314,-39.8857
150,316,-39.2497
150,318,-40.1405
150,320,-39.39
150,322,-39.4509
150,324,-39.5797
150,326,-39.6127
150,328,-40.3847
150,330,-39.4945
150,332,-39.7918
150,334,-39.8029
150,336,-39.6072
150,338,-39.8049
150,340,-40.0665
150,342,-40.7055
150,344,-40.057
150,346,-40.7896
150,348,-40.8571
