d,τ,µ
50,0,0.104811
50,2,0.0869703
50,4,0.0451482
50,6,-0.172458
50,8,-0.128026
50,10,-0.0129606
50,12,-0.0967381
50,14,-0.193096
50,16,-0.260286
50,18,-0.0899075
50,20,-0.26492
50,22,-0.312197
50,24,-0.372201
50,26,-0.175181
50,28,-0.20808
50,30,-0.267076
50,32,-0.436746
50,34,-0.484794
50,36,-0.487901
50,38,-0.479869
50,40,-0.501025
50,42,-0.386979
50,44,-0.367069
50,46,-0.60149
50,48,-0.619021
50,50,-0.442544
50,52,-0.461018
50,54,-0.498174
50,56,-0.528053
50,58,-0.784775
50,60,-0.760257
50,62,-0.722363
50,64,-0.617968
50,66,-0.849203
50,68,-0.659333
50,70,-0.896136
50,72,-0.698279
50,74,-0.788387
50,76,-0.774482
50,78,-0.811206
50,80,-0.964823
50,82,-0.872598
50,84,-1.06352
50,86,-0.878421
50,88,-0.92649
50,90,-0.933298
50,92,-1.00128
50,94,-1.01467
50,96,-1.22166
50,98,-1.20226
50,102,-1.29218
50,104,-1.08954
50,106,-1.19332
50,108,-1.19979
50,110,-1.32881
50,112,-1.43045
50,114,-1.24834
50,116,-1.23774
50,118,-1.49898
50,120,-1.44924
50,122,-1.52432
50,124,-1.5058
50,126,-1.42831
50,128,-1.44991
50,130,-1.41569
50,132,-1.46436
50,134,-1.50327
50,136,-1.70624
50,138,-1.54847
50,140,-1.58537
50,142,-1.60347
50,144,-1.66894
50,146,-1.85197
50,148,-1.86062
50,150,-1.71408
50,152,-1.91757
50,154,-1.75392
50,156,-1.98424
50,158,-1.85789
50,160,-1.83827
50,162,-1.85352
50,164,-2.09117
50,166,-2.07011
50,168,-2.11017
50,170,-1.97145
50,172,-2.005
50,174,-2.17274
50,176,-2.06721
50,178,-2.08524
50,180,-2.33088
50,182,-2.26357
50,184,-2.17424
50,186,-2.20043
50,188,-2.43278
50,190,-2.31576
50,192,-2.48366
50,194,-2.35469
50,196,-2.49258
50,198,-2.38497
50,200,-2.61259
50,202,-2.60859
50,204,-2.66512
50,206,-2.49396
50,208,-2.65615
50,210,-2.67433
50,212,-2.58691
50,214,-2.76197
50,216,-2.64475
50,218,-2.84426
50,220,-2.69178
50,222,-2.75377
50,224,-2.75759
50,226,-2.77429
50,228,-2.79923
50,230,-2.96872
50,232,-3.08464
50,234,-2.95642
50,236,-3.06023
50,238,-2.98179
50,240,-3.0037
50,242,-3.02521
50,244,-3.22
50,246,-3.08822
50,248,-3.23757
50,250,-3.19445
50,252,-3.19841
50,254,-3.3977
50,256,-3.28727
50,258,-3.33275
50,260,-3.35963
50,262,-3.32645
50,264,-3.57047
50,266,-3.59822
50,268,-3.44305
50,270,-3.49974
50,272,-3.48587
50,274,-3.69396
50,276,-3.73995
50,278,-3.5962
50,280,-3.63291
50,282,-3.83737
50,284,-3.68861
50,286,-3.72377
50,288,-3.75006
50,290,-3.77085
50,292,-4.00283
50,294,-4.02515
50,296,-3.91949
50,298,-3.92611
50,300,-3.95084
50,302,-3.987
50,304,-4.00582
50,306,-4.2004
50,308,-4.11362
50,310,-4.22719
50,312,-4.29312
50,314,-4.18559
50,316,-4.17086
50,318,-4.40511
50,320,-4.41433
50,322,-4.33382
50,324,-4.44555
50,326,-4.4089
50,328,-4.56027
50,330,-4.41172
50,332,-4.61302
50,334,-4.46872
50,336,-4.52609
50,338,-4.56353
50,340,-4.69471
50,342,-4.79684
50,344,-4.66303
50,346,-4.863
50,348,-4.69169
50,350,-4.79544
50,352,-4.75676
50,354,-4.97279
50,356,-4.98225
50,358,-4.84847
50,360,-4.93048
50,362,-4.88846
50,364,-5.12273
50,366,-5.00807
50,368,-5.05658
50,370,-5.2267
50,372,-5.08622
50,374,-5.12109
50,376,-5.33622
50,378,-5.35398
50,380,-5.2651
50,382,-5.22084
50,384,-5.43771
50,386,-5.27245
50,388,-5.45804
50,390,-5.55838
50,392,-5.4345
50,394,-5.41869
50,396,-5.45829
50,398,-5.49444
50,400,-5.66807
50,402,-5.73512
50,404,-5.65124
50,406,-5.61514
50,408,-5.68265
50,410,-5.85863
50,412,-5.73207
50,414,-5.8928
50,416,-5.82511
50,418,-5.95736
50,420,-5.9804
50,422,-6.01894
50,424,-5.8887
50,426,-6.06777
50,428,-5.94084
50,430,-5.9672
50,432,-5.9908
50,434,-6.20007
50,436,-6.07656
50,438,-6.2622
50,440,-6.2669
50,442,-6.27029
50,444,-6.18768
50,446,-6.32279
50,448,-6.40732
50,450,-6.27472
50,452,-6.49158
50,454,-6.34356
50,456,-6.54575
50,458,-6.56007
50,460,-6.44502
50,462,-6.48763
50,464,-6.64888
50,466,-6.5378
50,468,-6.7225
50,470,-6.55466
50,472,-6.597
50,474,-6.62924
50,476,-6.78268
50,478,-6.67048
50,480,-6.86068
50,482,-6.90292
50,484,-6.75715
50,486,-6.78385
50,488,-6.90398
50,490,-7.01117
50,492,-7.0213
50,494,-6.92909
50,496,-7.09992
50,498,-7.05671
