0,50,-0.0028141
72,20,-0.524965
74,20,-0.0883801
76,20,-0.531759
78,20,-0.508821
80,20,-0.490905
82,20,-0.120563
84,20,-0.629383
86,20,-0.637522
88,20,-0.0909268
90,20,-0.0298868
92,20,-0.624488
94,20,0.0135936
96,20,-0.600009
98,20,-0.428666
100,20,-0.0363763
102,20,-0.619163
104,20,-0.0873454
106,20,-0.0853945
108,20,0.0575355
110,20,-0.687725
112,20,-0.0889972
114,20,0.112685
116,20,0.0232357
118,20,-0.657728
120,20,0.119241
122,20,0.135476
124,20,-0.858392
126,20,0.0169548
128,20,0.11071
130,20,0.206631
132,20,-0.931219
134,20,-0.0598626
136,20,0.0112204
138,20,-1.01764
140,20,-1.06916
142,20,-1.07958
144,20,0.072284
146,20,-0.0683148
148,20,-0.900815
150,20,-1.21221
152,20,-0.894903
154,20,-0.837751
156,20,-0.893285
158,20,0.143499
160,20,-0.00638483
162,20,-0.929048
164,20,0.108946
166,20,-0.979768
168,20,-1.04672
170,20,-1.20577
172,20,0.468255
174,20,-1.32851
176,20,-0.889501
178,20,-1.40568
180,20,0.345471
182,20,0.306011
184,20,0.327622
186,20,-0.423487
188,20,-0.469011
190,20,-1.51679
192,20,-0.859798
194,20,0.140565
196,20,-0.0641732
198,20,-0.975051
200,20,-0.618132
202,20,-1.37643
204,20,-0.953626
206,20,-1.57814
208,20,-0.270909
210,20,-0.265961
212,20,0.109961
214,20,-1.76683
216,20,-0.287046
218,20,-0.995483
220,20,-0.733433
222,20,-1.67841
224,20,-1.17346
226,20,-1.08808
228,20,-1.55153
230,20,-1.01054
232,20,-1.64606
234,20,-2.24797
236,20,-1.99142
238,20,-2.70681
240,20,-1.36726
242,20,-2.89364
244,20,-1.45405
246,20,-3.39562
248,20,-3.2626
250,20,-1.01624
252,20,0.209658
254,20,-1.10206
256,20,1.12352
258,20,-0.374815
