d,τ,µ
150,0,0.606216
150,2,-0.676108
150,4,-0.73101
150,6,0.50816
150,8,-0.840207
150,10,-0.835703
150,12,-0.978163
150,14,-0.639762
150,16,-1.00949
150,18,0.172602
150,20,-0.839889
150,22,0.366586
150,24,0.2943
150,26,-1.21941
150,28,0.407001
150,30,0.408742
150,32,-0.0263413
150,34,-0.857948
150,36,-1.1841
150,38,0.127254
150,40,-1.24575
150,42,-1.08234
150,44,-0.381135
150,46,-1.19605
150,48,-0.288476
150,50,0.035472
150,52,-1.31923
150,54,-0.360439
150,56,-0.124822
150,58,-0.419219
150,60,-1.00566
150,62,-0.197976
150,64,-1.48083
150,66,-0.275394
150,68,-1.51525
150,70,-1.18201
150,72,-1.65751
150,74,-0.664401
150,76,-1.62197
150,78,-0.666182
150,80,-0.22329
150,82,-1.4341
150,84,-0.477707
150,86,-1.86863
150,88,-1.72831
150,90,-2.02483
150,92,-0.481123
150,94,-2.0666
150,96,-1.9196
150,98,-0.611657
150,102,-1.80729
150,104,-0.764761
150,106,-1.77127
150,108,-2.04262
150,110,-2.01017
150,112,-1.36389
150,114,-2.2311
150,116,-2.26268
150,118,-2.27355
150,120,-1.05999
150,122,-1.12067
150,124,-1.38666
150,126,-1.08413
150,128,-2.54544
150,130,-2.51979
150,132,-1.03994
150,134,-1.3704
150,136,-1.05723
150,138,-2.58786
150,140,-2.57577
150,142,-2.49077
150,144,-1.37709
150,146,-1.21232
150,148,-2.8588
150,150,-2.52156
150,152,-1.56276
150,154,-2.94674
150,156,-1.8915
150,158,-2.50181
150,160,-2.96946
150,162,-1.88105
150,164,-1.65633
150,166,-3.13979
150,168,-3.05027
150,170,-3.16235
150,172,-1.7955
150,174,-3.24303
150,176,-3.31505
150,178,-3.24124
150,180,-2.29996
150,182,-1.97007
150,184,-3.31287
150,186,-2.20935
150,188,-3.40434
150,190,-2.13592
150,192,-2.51706
150,194,-3.64699
150,196,-3.33863
150,198,-2.35992
150,200,-2.39029
150,202,-3.7434
150,204,-3.44534
150,206,-2.47898
150,208,-3.81716
150,210,-2.51893
150,212,-2.87008
150,214,-2.63809
150,216,-3.99069
150,218,-4.18315
150,220,-4.06192
150,222,-3.81921
150,224,-4.13144
150,226,-3.03613
150,228,-3.85199
150,230,-3.1813
150,232,-3.02456
150,234,-3.1976
150,236,-4.36127
150,238,-4.36692
150,240,-3.34807
150,242,-4.38467
150,244,-4.63337
150,246,-3.29066
150,248,-3.5732
150,250,-3.24262
150,252,-3.22465
150,254,-3.82878
150,256,-3.71999
150,258,-3.788
150,260,-3.62879
150,262,-4.86683
150,264,-4.73309
150,266,-3.51447
150,268,-4.59024
150,270,-4.95701
150,272,-5.0466
150,274,-4.12783
150,276,-3.85475
150,278,-4.98606
150,280,-3.92356
150,282,-4.35584
150,284,-4.27765
150,286,-5.1787
150,288,-4.31367
150,290,-4.35341
150,292,-4.20243
150,294,-5.57439
150,296,-4.19579
150,298,-4.56119
150,300,-4.23058
150,302,-4.35111
150,304,-4.71013
150,306,-5.75424
150,308,-5.83018
150,310,-5.5961
150,312,-4.85881
150,314,-5.89729
150,316,-4.87037
150,318,-5.79111
150,320,-6.03451
150,322,-4.72049
150,324,-4.90997
150,326,-5.91943
150,328,-6.13702
150,330,-5.12325
150,332,-6.10935
150,334,-5.41456
150,336,-5.15551
150,338,-5.29964
150,340,-6.65623
150,342,-6.26135
150,344,-6.56812
150,346,-5.77761
150,348,-6.61306
150,360,-5.69251
150,362,-5.86399
150,364,-6.85627
150,366,-5.75111
150,368,-7.00028
150,370,-5.9015
150,372,-6.09461
150,374,-5.99541
150,376,-6.02279
150,378,-7.08357
150,380,-7.28348
150,382,-6.13768
150,384,-6.08223
150,386,-6.25649
150,388,-7.61621
150,390,-6.58209
150,392,-6.51002
150,394,-6.40087
150,396,-6.66125
150,398,-7.82888
150,400,-7.59703
150,402,-6.47926
150,404,-6.72454
150,406,-7.91965
150,408,-8.12019
150,410,-7.17353
150,412,-8.31262
150,414,-6.72346
150,416,-6.81197
150,418,-8.15383
150,420,-8.38922
150,422,-7.01249
150,424,-8.52621
150,426,-7.29229
150,428,-8.77586
150,430,-7.14188
150,432,-8.75552
150,434,-8.31508
150,436,-8.602
150,438,-8.33271
150,440,-7.75707
150,442,-7.8381
150,444,-7.71326
150,446,-7.65169
150,448,-7.83553
150,450,-9.00941
150,452,-7.90451
150,454,-7.96879
150,456,-7.893
150,458,-8.19929
150,460,-8.21559
150,462,-9.33001
150,464,-9.30727
150,466,-8.05984
150,468,-9.49539
150,470,-8.66466
150,472,-9.37451
150,474,-9.42681
150,476,-9.49672
150,478,-9.62966
150,480,-8.62371
150,482,-8.67224
150,484,-9.48223
150,486,-8.76977
150,488,-9.70992
150,490,-10.1004
150,492,-8.96996
150,494,-10.0416
150,496,-9.96549
150,498,-8.95648
