d, τ, N, µ, r
50,10,500,247.91,2.08924540512899
50,20,500,246.903946780808,3.0960532191917
50,30,500,245.132252144996,4.86774785500433
50,40,500,243.499909579762,6.5000904202376
50,50,500,241.85372067616,8.14627932383959
50,60,500,240.669842068988,9.330157931012
50,70,500,239.665776591723,10.334223408277
50,80,500,238.361797766935,11.6382022330646
50,90,500,237.887004132384,12.112995867616
50,100,500,237.443848071498,12.5561519285016
