d, τ, N, µ, r
150,150,50,25.1249842970341,-0.12498429703415
150,150,100,49.6890608560371,0.310939143962891
150,150,150,76.5268939378394,-1.52689393783938
150,150,200,98.0662871862497,1.93371281375026
150,150,250,124.010771508859,0.989228491140921
150,150,300,146.480212160957,3.51978783904266
150,150,350,146.584866434952,28.4151335650482
150,150,400,174.080506891237,25.9194931087628
150,150,450,200.661308222468,24.3386917775317
150,150,500,228.626595533941,21.3734044660586
